# composition,0.535NaCl-0.315MgCl2-0.15CaCl2
# source,Wei, 2022
# temperature_K,1023
# raw_file,0.535NaCl-0.315MgCl2-0.15CaCl2_Wei_2022_1023.0_RIM.csv
# savgol,True
# grid_points,2000
r (A),Ca-Ca,Ca-Cl,Mg-Cl,Mg-Mg,Na-Cl,Na-Na
0.3647448035367684,0.03753803113814396,0.07040323326453193,0.0520582670105889,0.02594816652260404,0.024728362927633998,0.021568824912031746
0.3721885750375188,0.037348119923706,0.07038468881819436,0.052017952555256604,0.02587773061438897,0.024664515004954313,0.02126218936662659
0.37963234653826916,0.03715882625544196,0.07036614437185679,0.051977638099924305,0.02580729470617389,0.024600667082274628,0.020955553821221433
0.38707611803901953,0.03696953258717792,0.07034759992551921,0.05193732364459201,0.02573685879795882,0.024536819159594943,0.020648918275816275
0.3945198895397699,0.036780238918913875,0.07032905547918164,0.05189700918925971,0.02566642288974374,0.024472971236915258,0.02034228273041112
0.4019636610405203,0.036590945250649834,0.07031051103284407,0.051856694733927414,0.02553692799936441,0.024409123314235573,0.020062385915485825
0.40940743254127065,0.036401651582385786,0.0702919665865065,0.05181638027859512,0.02534959919351732,0.024345275391555888,0.019874738403598463
0.41685120404202103,0.036212357914121744,0.07027342214016892,0.05177606582326282,0.025162270387670226,0.024264718366956903,0.0196870908917111
0.4242949755427714,0.0360230642458577,0.07025487769383135,0.05173575136793052,0.024974941581823135,0.024077799830334364,0.01949944337982374
0.4317387470435218,0.03583377057759366,0.07023633324749377,0.05169543691259823,0.024787612775976044,0.02389088129371182,0.01931179586793638
0.43918251854427215,0.03564447690932962,0.0702177888011562,0.05165512245726593,0.02460028397012895,0.023703962757089282,0.019124148356049017
0.4466262900450225,0.03545518324106557,0.07019924435481863,0.05161480800193363,0.02441295516428186,0.023517044220466743,0.018936500844161652
0.4540700615457729,0.03526588957280153,0.07016822131113404,0.05157449354660134,0.024225626358434768,0.0233301256838442,0.01874885333227429
0.46151383304652327,0.03507659590453749,0.07013598168662866,0.05153417909962716,0.024038297552587674,0.02314320714722166,0.01856120582038693
0.46895760454727364,0.03488730223627345,0.07010374206212329,0.05149386465468082,0.023850968746740583,0.02295628861059912,0.018373558308499568
0.476401376048024,0.03471491918691693,0.07007150243761791,0.05145355020973447,0.02366363994089349,0.02276937007397658,0.018185910796612206
0.4838451475487744,0.034550228132540245,0.07003926281311254,0.05141323576478812,0.023476311135046397,0.02258245153735404,0.017998263284724845
0.49128891904952476,0.03438553707816355,0.07000702318860716,0.05137292131984177,0.023288982329199306,0.0223955330007315,0.017810615772837483
0.49873269055027514,0.03422084602378687,0.06997478356410179,0.05133260687489543,0.023101653523352212,0.022208614464108958,0.017622968260950122
