# composition,1.0LiF
# source,Walz, 2019
# temperature_K,1121
# raw_file,LiF_Walz_2019_1121.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),F-F,Li-F,Li-Li
0.6372076648524262,0.0,0.0,0.0
0.6423464363431716,0.0,0.0,0.0
0.6474852078339169,0.0,0.0,0.0
0.6526239793246623,0.0,0.0,0.0
0.6577627508154077,0.0,0.0,0.0
0.6629015223061531,0.0,0.0,0.0
0.6680402937968984,0.0,0.0,0.0
0.6731790652876438,0.0,0.0,0.0
0.6783178367783892,0.0,0.0,0.0
0.6834566082691346,0.0,0.0,0.0
0.6885953797598799,0.0,0.0,0.0
0.6937341512506253,0.0,0.0,0.0
0.6988729227413707,0.0,0.0,0.0
0.7040116942321161,0.0,0.0,0.0
0.7091504657228614,0.0,0.0,0.0
0.7142892372136068,0.0,0.0,0.0
0.7194280087043522,0.0,0.0,0.0
0.7245667801950976,0.0,0.0,0.0
0.729705551685843,0.0,0.0,0.0
0.7348443231765883,0.0,0.0,0.0
0.7399830946673337,0.0,0.0,0.0
0.7451218661580791,0.0,0.0,0.0
0.7502606376488244,0.0,0.0,0.0
0.7553994091395698,0.0,0.0,0.0
0.7605381806303152,0.0,0.0,0.0
0.7656769521210606,0.0,0.0,0.0
0.7708157236118058,0.0,0.0,0.0
0.7759544951025512,0.0,0.0,0.0
0.7810932665932966,0.0,0.0,0.0
0.786232038084042,0.0,0.0,0.0
0.7913708095747873,0.0,0.0,0.0
0.7965095810655327,0.0,0.0,0.0
0.8016483525562781,0.0,0.0,0.0
0.8067871240470235,0.0,0.0,0.0
0.8119258955377688,0.0,0.0,0.0
0.8170646670285142,0.0,0.0,0.0
0.8222034385192596,0.0,0.0,0.0
0.827342210010005,0.0,0.0,0.0
0.8324809815007503,0.0,0.0,0.0
0.8376197529914957,0.0,0.0,0.0
0.8427585244822411,0.0,0.0,0.0
0.8478972959729865,0.0,0.0,0.0
0.8530360674637318,0.0,0.0,0.0
0.8581748389544772,0.0,0.0,0.0
0.8633136104452226,0.0,0.0,0.0
0.868452381935968,0.0,0.0,0.0
0.8735911534267133,0.0,0.0,0.0
0.8787299249174587,0.0,0.0,0.0
0.8838686964082041,0.0,0.0,0.0
0.8890074678989495,0.0,0.0,0.0
0.8941462393896948,0.0,0.0,0.0
0.8992850108804402,0.0,0.0,0.0
0.9044237823711856,0.0,0.0,0.0
0.909562553861931,0.0,0.0,0.0
0.9147013253526763,0.0,0.0,0.0
0.9198400968434217,0.0,0.0,0.0
0.9249788683341671,0.0,0.0,0.0
0.9301176398249125,0.0,0.0,0.0
0.9352564113156578,0.0,0.0,0.0
0.9403951828064032,0.0,0.0,0.0
0.9455339542971486,0.0,0.0,0.0
0.950672725787894,0.0,0.0,0.0
0.9558114972786393,0.0,0.0,0.0
0.9609502687693847,0.0,0.0,0.0
0.9660890402601301,0.0,0.0,0.0
0.9712278117508755,0.0,0.0,0.0
0.9763665832416208,0.0,0.0,0.0
0.9815053547323662,0.0,0.0,0.0
0.9866441262231116,0.0,0.0,0.0
0.9917828977138569,0.0,0.0,0.0
0.9969216692046022,0.0,0.0,0.0
1.0020604406953477,0.0,0.0,0.0
1.007199212186093,0.0,0.0,0.0
1.0123379836768385,0.0,0.0,0.0
1.0174767551675838,0.0,0.0,0.0
1.0226155266583292,0.0,0.0,0.0
1.0277542981490746,0.0,0.0,0.0
1.03289306963982,0.0,0.0,0.0
1.0380318411305653,0.0,0.0,0.0
1.0431706126213107,0.0,0.0,0.0
1.048309384112056,0.0,0.0,0.0
1.0534481556028015,0.0,0.0,0.0
1.0585869270935468,0.0,0.0,0.0
1.0637256985842922,0.0,0.0,0.0
1.0688644700750376,0.0,0.0,0.0
1.074003241565783,0.0,0.0,0.0
1.0791420130565283,0.0,0.0,0.0
1.0842807845472737,0.0,0.0,0.0
1.089419556038019,0.0,0.0,0.0
1.0945583275287645,0.0,0.0,0.0
1.0996970990195096,0.0,0.0,0.0
1.104835870510255,0.0,0.0,0.0
1.1099746420010004,0.0,0.0,0.0
1.1151134134917458,0.0,0.0,0.0
1.1202521849824911,0.0,0.0,0.0
1.1253909564732365,0.0,0.0,0.0
1.1305297279639819,0.0,0.0,0.0
1.1356684994547273,0.0,0.0,0.0
1.1408072709454726,0.0,0.0,0.0
1.145946042436218,0.0,0.0,0.0
1.1510848139269634,0.0,0.0,0.0
1.1562235854177088,0.0,0.0,0.0
1.1613623569084541,0.0,0.0,0.0
1.1665011283991995,0.0,0.0,0.0
1.1716398998899449,0.0,0.0,0.0
1.1767786713806903,0.0,0.0,0.0
1.1819174428714356,0.0,0.0,0.0
1.187056214362181,0.0,0.0,0.0
1.1921949858529264,0.0,0.0,0.0
1.1973337573436718,0.0,0.0,0.0
1.2024725288344171,0.0,0.0,0.0
1.2076113003251625,0.0,0.0,0.0
1.2127500718159079,0.0,0.0,0.0
1.2178888433066533,0.0,0.0,0.0
1.2230276147973986,0.0,0.0,0.0
1.228166386288144,0.0,0.0,0.0
1.2333051577788894,0.0,0.0,0.0
1.2384439292696348,0.0,0.0,0.0
1.2435827007603801,0.0,0.0,0.0
1.2487214722511255,0.0,0.0,0.0
1.2538602437418709,0.0,0.0,0.0
1.2589990152326163,0.0,0.0,0.0
1.2641377867233616,0.0,0.0,0.0
1.269276558214107,0.0,0.0,0.0
1.2744153297048524,0.0,0.0,0.0
1.2795541011955978,0.0,0.0,0.0
1.2846928726863431,0.0,0.0,0.0
1.2898316441770885,0.0,0.0,0.0
1.2949704156678339,0.0,0.0,0.0
1.3001091871585793,0.0,0.0,0.0
1.3052479586493246,0.0,0.0,0.0
1.31038673014007,0.0,0.0,0.0
1.3155255016308154,0.0,0.0,0.0
1.3206642731215608,0.0,0.0,0.0
1.3258030446123061,0.0,0.0,0.0
1.3309418161030515,0.0,0.0,0.0
1.3360805875937969,0.0,0.0,0.0
1.3412193590845423,0.0,0.0,0.0
1.3463581305752876,0.0,0.0,0.0
1.351496902066033,0.0,0.0,0.0
1.3566356735567784,0.0,0.0,0.0
1.3617744450475238,0.0,0.0,0.0
1.3669132165382691,0.0,0.0,0.0
1.3720519880290145,0.0,0.0,0.0
1.3771907595197599,0.0,0.0,0.0
1.3823295310105053,0.0,0.0,0.0
1.3874683025012506,0.0,0.0,0.0
1.392607073991996,0.0,0.0,0.0
1.3977458454827414,0.0,0.0,0.0
1.4028846169734868,0.0,0.0,0.0
1.4080233884642321,0.0,0.0,0.0
