# composition,1.0UF4
# source,OcadizFlores, 2021
# temperature_K,1357
# raw_file,UF4_OcadizFlores_2021_1357.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),F-F,U-F,U-U
2.5959411155147576,1.9419684107563158,0.8466412290479746,0.0
2.6009046740530266,1.9416477166817852,0.8256959720149595,0.0
2.6058682325912956,1.9413270226072543,0.8047507149819444,0.0
2.610831791129565,1.9410063285327237,0.7838054579489275,0.0
2.615795349667834,1.9406856344581929,0.7628602009159124,0.0
2.620758908206103,1.9403649403836623,0.7419149438828975,0.0
2.625722466744372,1.9400442463091316,0.7209696868498824,0.0
2.6306860252826416,1.9397235522346008,0.7000244298168654,0.0
2.6356495838209106,1.9394028581600702,0.6790791727838504,0.0
2.6406131423591797,1.9390821640855394,0.6581339157508354,0.0
2.6455767008974487,1.9387614700110087,0.6371886587178204,0.0
2.650540259435718,1.938440775936478,0.6172322020183099,0.0
2.655503817973987,1.9381200818619473,0.6075300490012627,0.0
2.660467376512256,1.9377993877874164,0.5978278959842155,0.0
2.665430935050525,1.9374786937128858,0.5881257429671682,0.0
2.6703944935887947,1.937157999638355,0.5784235899501201,0.0
2.6753580521270637,1.9357814373954545,0.5687214369330729,0.0
2.6803216106653327,1.9326882516898691,0.5590192839160256,0.0
