# composition,1.0UCl3
# source,Okamoto, 2005
# temperature_K,1200
# raw_file,UCl3_Okamoto_2005_1200.0_PIM.csv
# savgol,True
# grid_points,2000
r (A),Cl-Cl,U-Cl,U-U
1.2987632606703352,0.0,0.0006885359565963399,0.0
1.3061425973786893,0.0,0.0006934476136298914,0.0
1.3135219340870434,0.0,0.000698359270663443,0.0
1.3209012707953975,0.0,0.0007032709276969946,0.0
1.3282806075037519,0.0,0.0007081825847305463,0.0
1.335659944212106,0.0,0.0007130942417640979,0.0
1.34303928092046,0.0,0.0007180058987976496,0.0
1.3504186176288144,0.0,0.0007229175558312013,0.0
1.3577979543371685,0.0,0.0007278292128647529,0.0
1.3651772910455227,0.0,0.0007327408698983045,0.0
1.3725566277538768,0.0,0.0007376525269318561,0.0
1.379935964462231,0.0,0.0007425641839654078,0.0
1.3873153011705852,0.0,0.0007474758409989593,0.0
1.3946946378789393,0.0,0.0007523874980325109,0.0
1.4020739745872937,0.0,0.0007572991550660628,0.0
1.4094533112956478,0.0,0.0007622108120996143,0.0
1.4168326480040019,0.0,0.0007671224691331659,0.0
1.4242119847123562,0.0,0.0007720341261667177,0.0
1.4315913214207103,0.0,0.0007769457832002692,0.0
1.4389706581290644,0.0,0.0007818574402338208,0.0
1.4463499948374186,0.0,0.0007867690972673724,0.0
1.4537293315457729,0.0,0.0007916807543009241,0.0
1.461108668254127,0.0,0.0007965924113344758,0.0
1.468488004962481,0.0,0.0008015040683680274,0.0
1.4758673416708354,0.0,0.0008064157254015791,0.0
1.4832466783791896,0.0,0.0008113273824351307,0.0
1.4906260150875437,0.0,0.0008162390394686823,0.0
1.4980053517958978,0.0,0.0008239326682685891,0.0
1.505384688504252,0.0,0.0008368360397212905,0.0
1.5127640252126062,0.0,0.0008497394111739914,0.0
1.5201433619209603,0.0,0.0008626427826266923,0.0
1.5275226986293147,0.0,0.0008755461540793937,0.0
1.5349020353376688,0.0,0.0008884495255320947,0.0
1.542281372046023,0.0,0.0009013528969847956,0.0
1.5496607087543772,0.0,0.000914256268437497,0.0
1.5570400454627313,0.0,0.000927159639890198,0.0
1.5644193821710854,0.0,0.0009400630113428989,0.0
1.5717987188794396,0.0,0.0009529663827955999,0.0
1.579178055587794,0.0,0.0009658697542483012,0.0
1.586557392296148,0.0,0.0009787731257010022,0.0
1.5939367290045021,0.0,0.0009916764971537031,0.0
1.6013160657128565,0.0,0.0010045798686064045,0.0
1.6086954024212106,0.0,0.0010174832400591054,0.0
1.6160747391295647,0.0,0.0010303866115118064,0.0
1.6234540758379188,0.0,0.0010432899829645073,0.0
1.6308334125462731,0.0,0.0010561933544172087,0.0
