formula,molecularWeight,comp,melt,melt_unc,melt_ref,boil,boil_unc,boil_ref,rho_a,rho_b,rho_range,rho_unc,rho_ref,mu_a,mu_b,mu_a2,mu_b2,mu_c,mu_range,mu_unc,mu_ref,k_a,k_b,k_range,k_unc,k_ref,cp_a,cp_b,cp_c,cp_d,cp_unc,cp_ref,sigma_a,sigma_b,sigma_range,sigma_unc,sigma_ref
LiF-ThF4,138.7763,0.6-0.4,1015,5*,"Benes, O.; Beilmann, M.; Konings, R.J.M. Thermodynamic assessment of the LiF-NaF-ThF4-UF4 system. J. Nucl. Mater. 2010, 405 (2), 186-198.",----,----,----,6.16E+00,1.04E-03,1080-1260,1,"Hill, D. G.; Cantor, S.; Ward, W. T. Molar Volumes in the LiF-ThF4 System. J. Inorg. Nucl. Chem. 1967, 29 (1), 241-243. https://doi.org/10.1016/0022-1902(67)80163-5.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,420.07,0.17,2251.0,1.8900000000000001,"K. Yajima, H. Moriyama, Y. Tominaga, T. Hara, J. Oishi, ""Surface Tension of LiF-ThF4 Binary Melts and LiF-BeF2-ThF4 Ternary Melts"", Journal of Chemical & Engineering Data, vol. 29, no. 2, pp. 122-124 (1982) https://doi.org/10.1021/je00036a005"
LiF-ThF4,90.8206,0.77-0.23,855,5*,"Benes, O.; Beilmann, M.; Konings, R.J.M. Thermodynamic assessment of the LiF-NaF-ThF4-UF4 system. J. Nucl. Mater. 2010, 405 (2), 186-198.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,5.50E-01,0.00E+00,1082-1084,15,"Khokhlov, V., I. Korzun, V. Dokutovich, and E. Filatov. ""Heat capacity and thermal conductivity of molten ternary lithium, sodium, potassium, and zirconium fluorides mixtures."" Journal of Nuclear Materials 410, no. 1-3 (2011): 32-38.",----,----,----,----,----,----,----,----,--------,----,----
LiF-ThF4,82.3579,0.8-0.2,911,5*,"Benes, O.; Beilmann, M.; Konings, R.J.M. Thermodynamic assessment of the LiF-NaF-ThF4-UF4 system. J. Nucl. Mater. 2010, 405 (2), 186-198.",----,----,----,4.79E+00,8.44E-04,1020-1220,1,"Hill, D. G.; Cantor, S.; Ward, W. T. Molar Volumes in the LiF-ThF4 System. J. Inorg. Nucl. Chem. 1967, 29 (1), 241-243. https://doi.org/10.1016/0022-1902(67)80163-5.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,398.00,0.13,2061.0,1.72,"K. Yajima, H. Moriyama, Y. Tominaga, T. Hara, J. Oishi, ""Surface Tension of LiF-ThF4 Binary Melts and LiF-BeF2-ThF4 Ternary Melts"", Journal of Chemical & Engineering Data, vol. 29, no. 2, pp. 122-124 (1982) https://doi.org/10.1021/je00036a005"
LiF-ThF4,78.5214,0.8136-0.1864,930,5*,"Benes, O.; Beilmann, M.; Konings, R.J.M. Thermodynamic assessment of the LiF-NaF-ThF4-UF4 system. J. Nucl. Mater. 2010, 405 (2), 186-198.",----,----,----,4.89E+00,9.20E-04,1040-1220,1,"Hill, D. G.; Cantor, S.; Ward, W. T. Molar Volumes in the LiF-ThF4 System. J. Inorg. Nucl. Chem. 1967, 29 (1), 241-243. https://doi.org/10.1016/0022-1902(67)80163-5.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ThF4,----,0.7-0.3,862,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,410.55,0.15,2222.0,1.21,"K. Yajima, H. Moriyama, Y. Tominaga, T. Hara, J. Oishi, ""Surface Tension of LiF-ThF4 Binary Melts and LiF-BeF2-ThF4 Ternary Melts"", Journal of Chemical & Engineering Data, vol. 29, no. 2, pp. 122-124 (1982) https://doi.org/10.1021/je00036a005"
LiF-ThF4,----,0.677-0.323,895,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,406.47,0.15,2155.0,1.58,"K. Yajima, H. Moriyama, Y. Tominaga, T. Hara, J. Oishi, ""Surface Tension of LiF-ThF4 Binary Melts and LiF-BeF2-ThF4 Ternary Melts"", Journal of Chemical & Engineering Data, vol. 29, no. 2, pp. 122-124 (1982) https://doi.org/10.1021/je00036a005"
LiF-ThF4,----,0.5-0.5,1095,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,399.66,0.14,2387.0,1.67,"K. Yajima, H. Moriyama, Y. Tominaga, T. Hara, J. Oishi, ""Surface Tension of LiF-ThF4 Binary Melts and LiF-BeF2-ThF4 Ternary Melts"", Journal of Chemical & Engineering Data, vol. 29, no. 2, pp. 122-124 (1982) https://doi.org/10.1021/je00036a005"
LiF-ThF4-UF4,89.5629,0.775-0.1995-0.0255,852,20,MSTDB-TC,----,----,----,5.17E+00,9.24E-04,873-1023,5,"Park, Jaewoo, Amanda Leong, and Jinsuo Zhang. ""Density Measurements of Molten Salts."" Journal of Chemical & Engineering Data 68, no. 8 (2023): 1892-1898.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-UF4,198.7893,0.4-0.6,1073,5*,"Benes, O.; Beilmann, M.; Konings, R.J.M. Thermodynamic assessment of the LiF-NaF-ThF4-UF4 system. J. Nucl. Mater. 2010, 405 (2), 186-198.",----,----,----,7.89E+00,1.69E-03,1100-1340,1,"Porter, B.; Meaker, R. E. Density and Molar Volumes of Binary Fluoride Mixtures. U.S. Dept. of the Interior, Bureau of Mines. 1966.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,358.20,0.13,2391.0,2,"A.A. Klimenkov, N.N. Kurbatov, S.P. Raspopin, Yu.F. Chervinskii, ""Density and Surface Tension of Molten Mixtures of Uranium Tetrafluoride with Lithium and Sodium Fluorides"" Atomnaya Energiya, vol. 56, no. 5, pp. 312-313 (1984)"
LiF-UF4,169.981,0.5-0.5,999,5*,"Benes, O.; Beilmann, M.; Konings, R.J.M. Thermodynamic assessment of the LiF-NaF-ThF4-UF4 system. J. Nucl. Mater. 2010, 405 (2), 186-198.",----,----,----,6.96E+00,1.28E-03,1040-1340,1,"Porter, B.; Meaker, R. E. Density and Molar Volumes of Binary Fluoride Mixtures. U.S. Dept. of the Interior, Bureau of Mines. 1966.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,341.10,0.12,2293.0,2,"A.A. Klimenkov, N.N. Kurbatov, S.P. Raspopin, Yu.F. Chervinskii, ""Density and Surface Tension of Molten Mixtures of Uranium Tetrafluoride with Lithium and Sodium Fluorides"" Atomnaya Energiya, vol. 56, no. 5, pp. 312-313 (1984)"
LiF-UF4,161.3385,0.53-0.47,971,5*,"Benes, O.; Beilmann, M.; Konings, R.J.M. Thermodynamic assessment of the LiF-NaF-ThF4-UF4 system. J. Nucl. Mater. 2010, 405 (2), 186-198.",----,----,----,----,----,----,----,----,7.90E-02,4.30E+04,----,----,----,973-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-UF4,141.1727,0.6-0.4,884,5*,"Benes, O.; Beilmann, M.; Konings, R.J.M. Thermodynamic assessment of the LiF-NaF-ThF4-UF4 system. J. Nucl. Mater. 2010, 405 (2), 186-198.",----,----,----,6.39E+00,1.17E-03,980-1340,1,"Porter, B.; Meaker, R. E. Density and Molar Volumes of Binary Fluoride Mixtures. U.S. Dept. of the Interior, Bureau of Mines. 1966.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,337.60,0.11,2232.0,2,"A.A. Klimenkov, N.N. Kurbatov, S.P. Raspopin, Yu.F. Chervinskii, ""Density and Surface Tension of Molten Mixtures of Uranium Tetrafluoride with Lithium and Sodium Fluorides"" Atomnaya Energiya, vol. 56, no. 5, pp. 312-313 (1984)"
LiF-UF4,126.7685,0.65-0.35,858,5*,"Benes, O.; Beilmann, M.; Konings, R.J.M. Thermodynamic assessment of the LiF-NaF-ThF4-UF4 system. J. Nucl. Mater. 2010, 405 (2), 186-198.",----,----,----,----,----,----,----,----,1.70E-01,3.64E+04,----,----,----,973-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-UF4,105.1623,0.725-0.275,771,5*,"Benes, O.; Beilmann, M.; Konings, R.J.M. Thermodynamic assessment of the LiF-NaF-ThF4-UF4 system. J. Nucl. Mater. 2010, 405 (2), 186-198.",----,----,----,6.11E+00,1.27E-03,980-1340,1,"Porter, B.; Meaker, R. E. Density and Molar Volumes of Binary Fluoride Mixtures. U.S. Dept. of the Interior, Bureau of Mines. 1966.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-UF4,83.556,0.8-0.2,908,5*,"Benes, O.; Beilmann, M.; Konings, R.J.M. Thermodynamic assessment of the LiF-NaF-ThF4-UF4 system. J. Nucl. Mater. 2010, 405 (2), 186-198.",----,----,----,----,----,----,----,----,4.41E-02,4.29E+04,----,----,----,973-1073,5,"Blanke, B.C.; Bousquet, E. N.; Curtis, M. L.; Murphy, E. L. Density and Viscosity of Fused Mixtures of Lithium, Beryllium, and Uranium Fluorides. Mound Laboratory. 1959.",----,----,----,----,----,----,----,----,----,----,----,336.70,0.11,2245.0,2,"A.A. Klimenkov, N.N. Kurbatov, S.P. Raspopin, Yu.F. Chervinskii, ""Density and Surface Tension of Molten Mixtures of Uranium Tetrafluoride with Lithium and Sodium Fluorides"" Atomnaya Energiya, vol. 56, no. 5, pp. 312-313 (1984)"
LiF-UF4,69.1519,0.85-0.15,996,5*,"Benes, O.; Beilmann, M.; Konings, R.J.M. Thermodynamic assessment of the LiF-NaF-ThF4-UF4 system. J. Nucl. Mater. 2010, 405 (2), 186-198.",----,----,----,4.46E+00,7.29E-04,1020-1340,1,"Porter, B.; Meaker, R. E. Density and Molar Volumes of Binary Fluoride Mixtures. U.S. Dept. of the Interior, Bureau of Mines. 1966.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,336.00,0.10,2260.0,2,"A.A. Klimenkov, N.N. Kurbatov, S.P. Raspopin, Yu.F. Chervinskii, ""Density and Surface Tension of Molten Mixtures of Uranium Tetrafluoride with Lithium and Sodium Fluorides"" Atomnaya Energiya, vol. 56, no. 5, pp. 312-313 (1984)"
LiF-UF4,----,0.9-0.1,1062,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,334.60,0.10,2335.0,2,"A.A. Klimenkov, N.N. Kurbatov, S.P. Raspopin, Yu.F. Chervinskii, ""Density and Surface Tension of Molten Mixtures of Uranium Tetrafluoride with Lithium and Sodium Fluorides"" Atomnaya Energiya, vol. 56, no. 5, pp. 312-313 (1984)"
LiF-UF4,----,0.75-0.25,801,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,337.20,0.11,2200.0,2,"A.A. Klimenkov, N.N. Kurbatov, S.P. Raspopin, Yu.F. Chervinskii, ""Density and Surface Tension of Molten Mixtures of Uranium Tetrafluoride with Lithium and Sodium Fluorides"" Atomnaya Energiya, vol. 56, no. 5, pp. 312-313 (1984)"
LiF-UF4,----,0.7-0.3,804,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,337.10,0.11,2212.0,2,"A.A. Klimenkov, N.N. Kurbatov, S.P. Raspopin, Yu.F. Chervinskii, ""Density and Surface Tension of Molten Mixtures of Uranium Tetrafluoride with Lithium and Sodium Fluorides"" Atomnaya Energiya, vol. 56, no. 5, pp. 312-313 (1984)"
LiF-UF4,----,0.55-0.45,932,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,339.60,0.12,2244.0,2,"A.A. Klimenkov, N.N. Kurbatov, S.P. Raspopin, Yu.F. Chervinskii, ""Density and Surface Tension of Molten Mixtures of Uranium Tetrafluoride with Lithium and Sodium Fluorides"" Atomnaya Energiya, vol. 56, no. 5, pp. 312-313 (1984)"
LiF-UF4,----,0.45-0.55,1026,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,344.10,0.12,2396.0,2,"A.A. Klimenkov, N.N. Kurbatov, S.P. Raspopin, Yu.F. Chervinskii, ""Density and Surface Tension of Molten Mixtures of Uranium Tetrafluoride with Lithium and Sodium Fluorides"" Atomnaya Energiya, vol. 56, no. 5, pp. 312-313 (1984)"
LiF-UF4,----,0.3-0.7,1148,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,368.40,0.14,2540.0,2,"A.A. Klimenkov, N.N. Kurbatov, S.P. Raspopin, Yu.F. Chervinskii, ""Density and Surface Tension of Molten Mixtures of Uranium Tetrafluoride with Lithium and Sodium Fluorides"" Atomnaya Energiya, vol. 56, no. 5, pp. 312-313 (1984)"
LiF-UF4,----,0.2-0.8,1222,20,MSTDB-TC,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,372.20,0.14,2676.0,2,"A.A. Klimenkov, N.N. Kurbatov, S.P. Raspopin, Yu.F. Chervinskii, ""Density and Surface Tension of Molten Mixtures of Uranium Tetrafluoride with Lithium and Sodium Fluorides"" Atomnaya Energiya, vol. 56, no. 5, pp. 312-313 (1984)"
LiF-ZrF4,124.8341,0.3-0.7,996,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,4.74E+00,1.32E-03,1053-1133,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,110.7063,0.4-0.6,911,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,4.49E+00,1.25E-03,1003-1133,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,96.5785,0.5-0.5,787,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,4.42E+00,1.30E-03,943-1073,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,82.4507,0.6-0.4,848,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.88E+00,9.12E-04,993-1103,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,68.3229,0.7-0.3,846,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.82E+00,1.01E-03,973-1133,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,61.259,0.75-0.25,930,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.68E+00,9.00E-04,1013-1083,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,57.5857,0.776-0.224,910,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.21E+00,5.62E-04,1055-1145,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,54.195,0.8-0.2,891,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.19E+00,6.00E-04,1073-1153,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,52.641,0.811-0.189,909,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.25E+00,6.83E-04,1045-1135,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,48.4026,0.841-0.159,957,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.29E+00,7.75E-04,1051-1140,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,47.1311,0.85-0.15,971,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.25E+00,7.50E-04,1043-1133,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,44.8707,0.866-0.134,991,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.23E+00,7.55E-04,1070-1162,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,41.9038,0.887-0.113,1016,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.18E+00,7.98E-04,1070-1158,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,40.0672,0.9-0.1,1031,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.00E+00,6.35E-04,1063-1143,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,39.2196,0.906-0.094,1037,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,2.88E+00,5.67E-04,1091-1185,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,36.8178,0.923-0.077,1057,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.34E+00,1.03E-03,1103-1200,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,34.6987,0.938-0.062,1069,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.32E+00,1.08E-03,1097-1203,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,32.862,0.951-0.049,1079,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.02E+00,8.81E-04,1103-1213,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,31.1667,0.963-0.037,1089,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.30E+00,1.16E-03,1100-1207,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
LiF-ZrF4,28.3411,0.983-0.017,1102,5*,"Thoma, R. E.; Insley, H.; Friedman, H. A.; Weaver, C. F. Phase Equilibria in the Systems BeF2-ThF4 and LiF-BeF2-ThF4. J. Phys. Chem. 1960, 64(7), 865-870. https://doi.org/10.1021/j100836a010.",----,----,----,3.44E+00,1.38E-03,1130-1185,1,"Katyshev, S. F.; Artemov, V. V; Desyatnik, V. N. Density and surface tension of melts of zirconium and hafnium fluorides with lithium fluoride. Sov. At. Energy. 1987, 63, 929-930.",----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,----,--------,----,----
