Mode_Index,Frequency_cm-1,Type,Participation_Ratio
76,22.680534882378552j,Real,0.36844225643090117
77,22.153894466650993j,Real,0.35557532352701193
78,21.792533023693373j,Real,0.42750196895123577
79,20.997961032634812j,Real,0.31197848496699526
80,20.319331618270912j,Real,0.40901838844065513
81,18.775904453798947j,Real,0.44474795524563365
82,17.581072824123996j,Real,0.35652382922865783
83,17.22017333335785j,Real,0.3688258258073545
84,16.624853862523967j,Real,0.4643757757317961
85,15.595777071575148j,Real,0.38858125159473467
86,14.399878023381449j,Real,0.271528511790548
87,13.417370201113842j,Real,0.3469182685190962
88,12.454151658502024j,Real,0.32734114034532275
89,10.28336625048831j,Real,0.3146133815945232
90,9.215869986357397j,Real,0.4597953947310124
91,6.625383566079826j,Real,0.45614049072641927
92,3.685138980512976j,Real,0.3392513177663959
93,0.31623537431885773j,Real,0.9999895851441675
94,0.23962755833475693j,Real,0.9999832426257338
95,(0.3139855080033429+0j),Real,0.9999964434056148
96,(3.9488629205022145+0j),Real,0.36136657901045494
97,(5.597081886784644+0j),Real,0.4229191670451238
98,(8.699037385754938+0j),Real,0.3821326529886522
99,(10.246460393045792+0j),Real,0.38049712544779724
100,(11.207115103115388+0j),Real,0.42314883606232795
101,(11.819470103650843+0j),Real,0.4158351667300811
102,(12.831207866883686+0j),Real,0.3934554571511657
103,(15.419983457649943+0j),Real,0.3513651341455427
104,(16.118471139413973+0j),Real,0.4390816214303616
105,(16.85369960926639+0j),Real,0.4860550268575096
106,(17.895733285356787+0j),Real,0.2579406959146976
107,(18.27911417992993+0j),Real,0.32729818956460294
108,(18.657137094803826+0j),Real,0.39961486081769143
109,(18.913128283133016+0j),Real,0.3340625372232052
110,(19.217753867151018+0j),Real,0.4392156860234774
111,(20.39957806715427+0j),Real,0.4044549809713717
112,(20.573444275784425+0j),Real,0.3146067220981367
113,(22.046922687530177+0j),Real,0.43189139229893814
114,(22.50008050977425+0j),Real,0.39393723989980683
115,(22.711880664846262+0j),Real,0.4540111584724026
116,(23.541963103916842+0j),Real,0.4663568580831778
117,(24.12837690742158+0j),Real,0.3518698405806136
118,(24.37399064948207+0j),Real,0.43930705028364364
119,(25.28396657479655+0j),Real,0.4211144576636093
120,(25.518525731709833+0j),Real,0.4197101260352661
121,(26.286566174746305+0j),Real,0.36590218694482507
122,(26.815092499874037+0j),Real,0.4909957110377339
123,(26.99986355462985+0j),Real,0.4636239565088631
124,(27.335406075055257+0j),Real,0.44927650289557386
125,(27.7192225582108+0j),Real,0.4117580491844851
126,(28.27732687964884+0j),Real,0.40970684747896874
127,(28.430214337717512+0j),Real,0.3454172224578676
128,(29.050101982885046+0j),Real,0.4096098774618184
129,(29.458269926904336+0j),Real,0.4803531181716639
130,(30.010325031593005+0j),Real,0.540700579791439
131,(30.622413727410382+0j),Real,0.4642601947749013
132,(30.643600978855037+0j),Real,0.4291098641531535
133,(31.13958234854338+0j),Real,0.3606850946433307
134,(32.087726615304874+0j),Real,0.3016280088606709
135,(32.17510228192495+0j),Real,0.5154020850069517
136,(32.87069552753607+0j),Real,0.3862481735723108
137,(33.295167675259485+0j),Real,0.4111769227556838
138,(33.77299971801351+0j),Real,0.4342680800361512
139,(34.15003884598139+0j),Real,0.4969134061086588
140,(34.36422099387917+0j),Real,0.4567869823102836
141,(34.69137996056184+0j),Real,0.3660206723707944
