r (A),g(r)_weighted_Na-Cl,g(r)_weighted_Na-Na,S_i_Na-Cl,Average_SCL,lambda_BC
1.2115381810505252,0.0,0.001575409379855733,1.0,4.520019890863981,4.48028
1.2195088269784893,0.0,0.0015741588321592664,1.0,4.520019890863981,4.48028
1.227479472906453,0.0,0.0015729082844628333,1.0,4.520019890863981,4.48028
1.2354501188344171,0.0,0.0015716577367663998,1.0,4.520019890863981,4.48028
1.2434207647623812,0.0,0.0015704071890699331,1.0,4.520019890863981,4.48028
1.2513914106903452,0.0,0.0015691566413735,1.0,4.520019890863981,4.48028
1.259362056618309,0.0,0.0015679060936770665,1.0,4.520019890863981,4.48028
1.267332702546273,0.0,0.0015666555459805998,1.0,4.520019890863981,4.48028
1.275303348474237,0.0,0.0015654049982841665,1.0,4.520019890863981,4.48028
1.2832739944022011,0.0,0.0015641544505877332,1.0,4.520019890863981,4.48028
1.2912446403301652,0.0,0.0015629039026500333,1.0,4.520019890863981,4.48028
1.299215286258129,0.0,0.0015616533516707332,1.0,4.520019890863981,4.48028
1.307185932186093,0.0,0.0015604028006914333,1.0,4.520019890863981,4.48028
1.315156578114057,0.0,0.0015591522497121332,1.0,4.520019890863981,4.48028
1.3231272240420209,0.0,0.0015579016987328,1.0,4.520019890863981,4.48028
1.331097869969985,0.0,0.0015566511477534998,1.0,4.520019890863981,4.48028
1.339068515897949,0.0,0.0015554005967742,1.0,4.520019890863981,4.48028
1.347039161825913,0.0,0.0015541500457949,1.0,4.520019890863981,4.48028
1.355009807753877,0.0,0.0015528994948155665,1.0,4.520019890863981,4.48028
1.3629804536818408,0.0,0.0015516489438362666,1.0,4.520019890863981,4.48028
1.3709510996098049,0.0,0.0015503983928569665,1.0,4.520019890863981,4.48028
1.378921745537769,0.0,0.0015491478418776666,1.0,4.520019890863981,4.48028
1.3868923914657327,0.0,0.001547897290898333,1.0,4.520019890863981,4.48028
1.3948630373936968,0.0,0.0015466467399190332,1.0,4.520019890863981,4.48028
1.4028336833216608,0.0,0.0015453961889397333,1.0,4.520019890863981,4.48028
1.4108043292496248,0.0,0.0015441456379604332,1.0,4.520019890863981,4.48028
1.4187749751775889,0.0,0.0015428950869811333,1.0,4.520019890863981,4.48028
1.4267456211055527,0.0,0.0015416445360017998,1.0,4.520019890863981,4.48028
1.4347162670335167,0.0,0.0015403939850209664,1.0,4.520019890863981,4.48028
1.4426869129614808,0.0,0.0015391434336510666,1.0,4.520019890863981,4.48028
1.4506575588894446,0.0,0.0015378928822811335,1.0,4.520019890863981,4.48028
1.4586282048174086,0.0,0.0015366423309112333,1.0,4.520019890863981,4.48028
1.4665988507453729,0.0,0.0015353917795413333,1.0,4.520019890863981,4.48028
1.4745694966733367,0.0,0.0015341412281714,1.0,4.520019890863981,4.48028
1.4825401426013007,0.0,0.0015328906768015,1.0,4.520019890863981,4.48028
1.4905107885292646,0.0,0.0015316401254315665,1.0,4.520019890863981,4.48028
1.4984814344572286,0.0,0.0015303895740616665,1.0,4.520019890863981,4.48028
1.5064520803851926,0.0,0.0015291390226917331,1.0,4.520019890863981,4.48028
1.5144227263131564,0.0,0.0015278884713218332,1.0,4.520019890863981,4.48028
1.5223933722411205,0.0,0.0015266379199518998,1.0,4.520019890863981,4.48028
1.5303640181690843,0.0,0.0015253873685819998,1.0,4.520019890863981,4.48028
1.5383346640970486,0.0,0.0015241368172120664,1.0,4.520019890863981,4.48028
1.5463053100250126,0.0,0.0015228862658421666,1.0,4.520019890863981,4.48028
1.5542759559529764,0.0,0.0015216357144722666,1.0,4.520019890863981,4.48028
1.5622466018809404,0.0,0.0015203851631023333,1.0,4.520019890863981,4.48028
1.5702172478089045,0.0,0.0015191346117324333,1.0,4.520019890863981,4.48028
1.5781878937368683,0.0,0.0015178840603624999,1.0,4.520019890863981,4.48028
1.5861585396648323,0.0,0.0015166335112975333,1.0,4.520019890863981,4.48028
1.5941291855927964,0.0,0.0015153829623945332,1.0,4.520019890863981,4.48028
