r (A),g(r)_weighted_F-F,g(r)_weighted_Li-F,g(r)_weighted_Li-Li,S_i_Li-F,Average_SCL,SCL_BC
0.8170646670285142,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8222034385192596,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.827342210010005,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8324809815007503,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8376197529914957,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8427585244822411,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8478972959729865,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8530360674637318,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8581748389544772,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8633136104452226,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.868452381935968,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8735911534267133,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8787299249174587,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8838686964082041,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8890074678989495,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8941462393896948,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.8992850108804402,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.9044237823711856,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.909562553861931,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.9147013253526765,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.9198400968434216,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.9249788683341672,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.9301176398249124,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.9352564113156578,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.9403951828064032,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.9455339542971486,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.950672725787894,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.9558114972786392,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
0.9609502687693848,0.0,0.0,0.0,1.0,3.434929909098124,3.28553
