r (A),g(r)_weighted_Ca-Ca,g(r)_weighted_Ca-Cl,g(r)_weighted_K-Cl,g(r)_weighted_K-K,g(r)_weighted_Na-Cl,g(r)_weighted_Na-Na,S_i_Ca-Cl,S_i_K-Cl,S_i_Na-Cl,Average_SCL,lambda_BC
12.403698507813909,0.06431512757784881,0.1692697838564216,0.018165625031435928,0.000760510338976747,0.13627210740192855,0.039271923837863286,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.411152653551776,0.06422331106783749,0.16922923584809352,0.018177822858888647,0.0007605245321074029,0.13637904997891842,0.03922380392180141,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.418606799289645,0.0641299348542897,0.1692134738223083,0.018190020686341363,0.0007605387252380588,0.13648599255590826,0.03917568400573954,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.426060945027514,0.06403655864074188,0.1692237930262156,0.01820221851379408,0.0007605529183687148,0.13659293513289814,0.03912756408967768,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.433515090765384,0.06394318242719407,0.1692341122301229,0.0182144163412468,0.0007605671114993707,0.13669987770988803,0.039079444173615814,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.440969236503252,0.06384980621364626,0.16924443143403023,0.018226614168699518,0.0007605813046300268,0.13680682028687788,0.03903132425755393,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.44842338224112,0.06375643000009844,0.16925475063793746,0.018238811996152234,0.0007605954977606826,0.13691376286386778,0.03898320434149206,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.45587752797899,0.06366305378655063,0.16926506984184478,0.018251009823604954,0.0007606096908913385,0.13702070544085762,0.03893508442543019,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.463331673716858,0.06356967757300283,0.1692753890457521,0.018263207651057673,0.0007605742095912321,0.13712689033559727,0.03887939572613411,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.470785819454727,0.06347630135945502,0.16928570824965938,0.01827540547851039,0.0007604443865766348,0.1372298160574579,0.038823316408732836,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.478239965192596,0.06338292514590721,0.16929602745356667,0.018287603305963105,0.0007603145635620374,0.13733274177931853,0.03876723709133156,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.485694110930464,0.0632895489323594,0.16930634665747396,0.018299801133415824,0.0007601847405474399,0.1374356675011792,0.038711157773930284,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.493148256668334,0.06319617271881156,0.16931666586138125,0.01831767276404848,0.0007600549175328426,0.13753859322303982,0.038655078456529005,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.500602402406203,0.06310279650526378,0.16932698506528854,0.018336588827485477,0.0007599250945182452,0.13764151894490045,0.03859899913912774,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.508056548144072,0.06300942029171597,0.16933730426919583,0.01835550489092247,0.0007597952715036479,0.13774444466676108,0.03854291982172646,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.51551069388194,0.06290812780849458,0.16934762347310314,0.018374420954359462,0.0007596654484890504,0.13784737038862174,0.03848684050432518,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.522964839619808,0.0628016240194666,0.1693137474500191,0.018393337017796448,0.0007595356254744531,0.13795029611048237,0.03843076118692392,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.530418985357676,0.06269512023043859,0.16926903729094553,0.018412253081233444,0.0007594058024598557,0.13805322183234298,0.03837468186952264,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
12.537873131095546,0.06258861644141057,0.16922432713187205,0.018431169144670436,0.0007592759794452585,0.1381561475542036,0.03831860255212136,7.402323236556264e-09,6.514990142304316e-93,1.9498567556401155e-13,3.4511631483054255,0
