r (A),g(r)_weighted_Na-F,g(r)_weighted_Na-Na,g(r)_weighted_F-F,S_i_Na-F,Average_SCL,lambda_BC
1.745308158484192,0.015318895452028723,0.0,0.0,1.0,3.883435398016441,5.22361
1.7516778962888788,0.01723341524231186,0.0,0.0,1.0,3.883435398016441,5.22361
1.7580476340935658,0.019147935032595067,0.0,0.0,1.0,3.883435398016441,5.22361
1.7644173718982525,0.021062454822878208,0.0,0.0,1.0,3.883435398016441,5.22361
1.7707871097029393,0.022976974613161345,0.0,0.0,1.0,3.883435398016441,5.22361
1.7771568475076263,0.02489149440344455,0.0,0.0,1.0,3.883435398016441,5.22361
1.783526585312313,0.02680601419372769,0.0,0.0,1.0,3.883435398016441,5.22361
1.7898963231169998,0.028720533984010827,0.0,0.0,1.0,3.883435398016441,5.22361
1.7962660609216867,0.030635053774294034,0.0,0.0,1.0,3.883435398016441,5.22361
1.8026357987263735,0.03428764260447954,0.0,0.0,1.0,3.883435398016441,5.22361
1.8090055365310604,0.04309087418133613,0.0,0.0,1.0,3.883435398016441,5.22361
1.8153752743357472,0.05189410575819241,0.0,0.0,1.0,3.883435398016441,5.22361
1.821745012140434,0.06069733733504869,0.0,0.0,1.0,3.883435398016441,5.22361
1.828114749945121,0.06950056891190527,0.0,0.0,1.0,3.883435398016441,5.22361
1.8344844877498077,0.08014028608502059,0.0,0.0,1.0,3.883435398016441,5.22361
1.8408542255544946,0.09171207333319101,0.0,0.0,1.0,3.883435398016441,5.22361
1.8472239633591814,0.10328386058136102,0.0,0.0,1.0,3.883435398016441,5.22361
1.8535937011638681,0.11485564782953102,0.0,0.0,1.0,3.883435398016441,5.22361
1.859963438968555,0.12764330952827344,0.0,0.0,1.0,3.883435398016441,5.22361
1.8663331767732418,0.1409492029274997,0.0,0.0,1.0,3.883435398016441,5.22361
1.8727029145779286,0.15425509632672602,0.0,0.0,1.0,3.883435398016441,5.22361
1.8790726523826156,0.16756098972595274,0.0,0.0,1.0,3.883435398016441,5.22361
1.8854423901873023,0.20184215824215937,0.0,0.0,1.0,3.883435398016441,5.22361
1.8918121279919893,0.2616809938163095,0.0,0.0,1.0,3.883435398016441,5.22361
1.898181865796676,0.2885783173839863,0.0,0.0,1.0,3.883435398016441,5.22361
1.9045516036013628,0.3154756409516632,0.0,0.0,1.0,3.883435398016441,5.22361
1.9109213414060497,0.3357562455682546,0.0,0.0,1.0,3.883435398016441,5.22361
1.9172910792107365,0.3541354985500329,0.0,0.0,1.0,3.883435398016441,5.22361
1.9236608170154232,0.37251475153181124,0.0,0.0,1.0,3.883435398016441,5.22361
1.9300305548201102,0.39089400451359013,0.0,0.0,1.0,3.883435398016441,5.22361
