r (A),g(r)_weighted_Cl-Cl,g(r)_weighted_K-Cl,g(r)_weighted_K-K,g(r)_weighted_K-U,g(r)_weighted_U-Cl,g(r)_weighted_U-U,S_i_K-Cl,S_i_U-Cl,Average_SCL,SCL_BC
0.8957619635887943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.8996735878839419,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9035852121790896,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9074968364742372,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9114084607693846,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9153200850645322,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9192317093596798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9231433336548274,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.927054957949975,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9309665822451224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.93487820654027,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9387898308354176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9427014551305652,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9466130794257128,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9505247037208604,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.954436328016008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9583479523111555,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9622595766063032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9661712009014508,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9700828251965984,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.973994449491746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9779060737868934,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.981817698082041,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9857293223771886,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9896409466723362,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9935525709674836,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
0.9974641952626312,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
1.0013758195577789,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
1.0052874438529265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
1.009199068148074,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
1.0131106924432216,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
1.0170223167383692,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
1.0209339410335168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
1.0248455653286643,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.022032433263878,0
